name,classification,category,source,scope,url,NP_selflessness,NP_integrity,NP_objectivity,NP_accountability,NP_openness,NP_honesty,NP_leadership,NP_all,notes,url_source,code_url,code_name,match,level,adopts_7,principles_count_mentioned,NP_score,nolan_inconsistency,confidence,human_review,scraped_date

Burton Overy Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.burtonoverypc.org.uk,not located,not located,not located,not located,not located,not located,not located,No,,,,,,individual,No,,0,No,Low,Yes,2026-09-09
Burton Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.burtonparishcouncil.org,not located,not located,not located,not located,not located,not located,not located,No,,,,,,individual,No,,0,No,Low,Yes,2026-09-09


Calton Parish Council,,Parish Council ,FOIA | ONA,IS,,,,,,,,,,,,,,,,,,,,,,
Calveley Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,,,,,,,,,,,,,,,,,,,,,,
Calvert Green Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://calvertgreenparish.co.uk/,not located,not located,not located,not located,not located,not located,not located,No,,found_via_name_search,,,,individual,No,,0,No,Low,Yes,2026-09-09



Camblesforth Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://camblesforth-parishcouncil.org.uk/,N,N,N,N,N,N,N,No,,found_via_name_search,https://camblesforth-parishcouncil.org.uk/wp-content/uploads/2026/06/Formal-Notice-for-the-2026-Annual-General-Meeting-of-the-Parish-Council-Camblesforth.pdf,Formal Notice for the 2026 Annual (General) Meeting of the Parish Council Camblesforth,code of conduct,individual,No,,0,No,Low,Yes,2026-09-09

Cambourne Parish Council,,Parish Council ,FOIA | ONA,IS,,,,,,,,,,,,,,,,,,,,,,







Burton-in-Kendal Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.burton-in-kendal-pc.gov.uk,Y,Y,N,Y,Y,N,N,No,,,https://www.burton-in-kendal-pc.gov.uk/users/UserFiles/File/2026%20Policy%20Documents/Standing%20Orders%202026.pdf,Standing Orders,code of conduct,individual,No,,4,No,Medium,No,2026-09-09



Camelford Parish Council,,Parish Council ,FOIA | ONA,IS,,,,,,,,,,,,,,,,,,,,,,
Camerton Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,,,,,,,,,,,,,,,,,,,,,,
"Camerton Parish Council, Somerset",Local government,Parish Council ,FOIA | ONS,IS ,,,,,,,,,,,,,,,,,,,,,,



Cammeringham Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,,,,,,,,,,,,,,,,,,,,,,
Burwash Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.burwashparishcouncil.gov.uk,N,N,N,N,N,N,N,No,,,https://burwashparishcouncil.gov.uk/wp-content/uploads/2026/09/Agenda-Full-Council-08-09-26-2.pdf,Download,code of conduct; code of practice,individual,No,,0,No,Medium,No,2026-09-09
Burwell Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.burwellparishcouncil.gov.uk,N,N,N,N,N,N,N,No,,,https://www.burwellparishcouncil.gov.uk/_UserFiles/Files/_Agendas/205838-afc_26.05.26.pdf,Agenda,code of conduct,individual,No,,0,No,Medium,No,2026-09-09






Bury Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.buryparishcouncil.co.uk,not located,not located,not located,not located,not located,not located,not located,No,,,,,,individual,No,,0,No,Low,Yes,2026-09-09


Campsey Ash Parish Council,,Parish Council ,FOIA | ONA,IS,,,,,,,,,,,,,,,,,,,,,,






Campton and Chicksands Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,,,,,,,,,,,,,,,,,,,,,,




Candlesby with Gunby Parish Council,,Parish Council ,FOIA | ONA,IS,,,,,,,,,,,,,,,,,,,,,,
Cannock Wood Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.cannockwoodparishcouncil.gov.uk/community/cannock-wood-parish-council-20987/home/,not located,not located,not located,not located,not located,not located,not located,No,,found_via_name_search,,,,individual,No,,0,No,Low,Yes,2026-09-09




Canon Frome Parish Council,,Parish Council ,FOIA | ONA,IS,,,,,,,,,,,,,,,,,,,,,,


Bushley Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.bushleyparishcouncil.org.uk,not located,not located,not located,not located,not located,not located,not located,No,,,,,,individual,No,,0,No,Low,Yes,2026-09-09
Canon Pyon Parish Council,,Parish Council ,FOIA | ONA,IS,,,,,,,,,,,,,,,,,,,,,,
Canons Ashby Parish Council,,Parish Council ,FOIA | ONA,IS,,,,,,,,,,,,,,,,,,,,,,
Cantley Parish Council,,Parish Council ,FOIA | ONA,IS,,,,,,,,,,,,,,,,,,,,,,

Cantley with Branton Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://cantleywithbrantonparish.gov.uk/,not located,not located,not located,not located,not located,not located,not located,No,,found_via_name_search,,,,individual,No,,0,No,Low,Yes,2026-09-09

"Cantley, Limpenhoe and Southwood Parish Council",Local government,Parish Council ,FOIA | ONS,IS ,https://cantleylimpenhoesouthwood-pc.gov.uk/,not located,not located,not located,not located,not located,not located,not located,No,,found_via_name_search,,,,individual,No,,0,No,Low,Yes,2026-09-09
Cantsfield Parish Council,,Parish Council ,FOIA | ONA,IS,https://cantsfield.parish.uk/parish-council/,not located,not located,not located,not located,not located,not located,not located,No,,found_via_name_search,,,,individual,No,,0,No,Low,Yes,2026-09-09

Canvey Island Parish Council,,Parish Council ,FOIA | ONA,IS,https://canvey-island.parish.uk/parish-council/,not located,not located,not located,not located,not located,not located,not located,No,,found_via_name_search,,,,individual,No,,0,No,Low,Yes,2026-09-09

Canwick Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://canwick.parish.lincolnshire.gov.uk/council-business/contact-us,not located,not located,not located,not located,not located,not located,not located,No,,found_via_name_search,,,,individual,No,,0,No,Low,Yes,2026-09-09









Capel St. Andrew Parish Council,,Parish Council ,FOIA | ONA,IS,https://capel-st-andrew.parish.uk/,not located,not located,not located,not located,not located,not located,not located,No,,found_via_name_search,,,,individual,No,,0,No,Low,Yes,2026-09-09

Capel St. Mary Parish Council,,Parish Council ,FOIA | ONA,IS,https://capelstmary.onesuffolk.net/,not located,not located,not located,not located,not located,not located,not located,No,,found_via_name_search,,,,individual,No,,0,No,Low,Yes,2026-09-09









Capel-le-Ferne Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.capellefernepc.org.uk/,not located,not located,not located,not located,not located,not located,not located,No,,found_via_name_search,,,,individual,No,,0,No,Low,Yes,2026-09-09






Buttermere Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.tinyworld.co.uk,not located,not located,not located,not located,not located,not located,not located,No,,,,,,individual,No,,0,No,Low,Yes,2026-09-09


Capenhurst and Ledsham Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.capenhurstandledsham-pc.gov.uk/,N,N,N,N,Y,N,N,No,,found_via_name_search,https://www.capenhurstandledsham-pc.gov.uk/other-documents/,Other Documents | Capenhurst and Ledsham Parish Council,code of conduct,individual,No,,1,No,Medium,No,2026-09-09

Capenhurst Parish Council,,Parish Council ,FOIA | ONA,IS,https://www.capenhurstandledsham-pc.gov.uk/meetings/,N,N,N,N,Y,N,N,No,,found_via_name_search,https://www.capenhurstandledsham-pc.gov.uk/other-documents/,Other Documents | Capenhurst and Ledsham Parish Council,code of conduct,individual,No,,1,No,Medium,No,2026-09-09

Capheaton Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,,,,,,,,,,,,,,,,,,,,,,

Car Colston Parish Council,,Parish Council ,FOIA | ONA,IS,https://car-colston.parish.uk/parish-council/,not located,not located,not located,not located,not located,not located,not located,No,,found_via_name_search,,,,individual,No,,0,No,Low,Yes,2026-09-09


Buxted Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.buxted-pc.gov.uk,N,N,N,Y,N,N,N,No,,,https://www.buxted-pc.gov.uk/Media/Council Documents/Policies/BPC Risk Assessment October 2025.pdf,View Policy,code of conduct; standards of behaviour; standards of conduct,individual,No,,1,No,Medium,No,2026-09-09



Buxton with Lammas Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.buxtonwithlamas.co.uk,not located,not located,not located,not located,not located,not located,not located,No,,,,,,individual,No,,0,No,Low,Yes,2026-09-09
Byfield Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.byfield-pc.gov.uk,not located,not located,not located,not located,not located,not located,not located,No,,,,,,individual,No,,0,No,Low,Yes,2026-09-09

Carbrooke Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.carbrooke-pc.gov.uk/,N,N,N,N,N,N,N,No,,found_via_name_search,https://www.carbrooke-pc.gov.uk/_files/ugd/342bd6_c6ba3bb10ad344eb9f3e901777077aec.pdf,COMPLAINTS PROCEDURE,code of conduct; standards of conduct,individual,No,,0,No,Medium,No,2026-09-09
Bygrave Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.bygraveparishcouncil.org.uk,not located,not located,not located,not located,not located,not located,not located,No,,,,,,individual,No,,0,No,Low,Yes,2026-09-09

Byland with Wass and Oldstead Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.candacraig26.fsnet.co.uk,not located,not located,not located,not located,not located,not located,not located,No,,,,,,individual,No,,0,No,Low,Yes,2026-09-09

Carburton Parish Council,,Parish Council ,FOIA | ONA,IS,,,,,,,,,,,,,,,,,,,,,,












Carden Parish Council,,Parish Council ,FOIA | ONA,IS,https://carden.parish.uk/parish-council/,not located,not located,not located,not located,not located,not located,not located,No,,found_via_name_search,,,,individual,No,,0,No,Low,Yes,2026-09-09

Bythorn and Keyston Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.bythornkeystonparishcouncil.org.uk,not located,not located,not located,not located,not located,not located,not located,No,,,,,,individual,No,,0,No,Low,Yes,2026-09-09

Cardington Parish Council,,Parish Council ,FOIA | ONA,IS,http://www.cardingtonparishcouncilshropshire.co.uk/,N,N,N,N,N,N,N,No,,found_via_name_search,http://www.cardingtonparishcouncilshropshire.co.uk/_UserFiles/Files/Documents/Cardington%20Parish%20Council%20complaints%20procedure.pdf,Complaints Procedure,code of conduct; code of practice,individual,No,,0,No,Low,Yes,2026-09-09




Bywell Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.newtonandbywell.org/bywell-parish-council.php,not located,not located,not located,not located,not located,not located,not located,No,,,,,,individual,No,,0,No,Low,Yes,2026-09-09
Careby Aunby and Holywell Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,,,,,,,,,,,,,,,,,,,,,,










Caddington Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.caddington.com,not located,not located,not located,not located,not located,not located,not located,No,,,,,,individual,No,,0,No,Low,Yes,2026-09-09



Cadney cum Howsham Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.cadneycumhowsham.org.uk,not located,not located,not located,not located,not located,not located,not located,No,,,,,,individual,No,,0,No,Low,Yes,2026-09-09





Carhampton Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,,,,,,,,,,,,,,,,,,,,,,




Caister-on-Sea Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.caisterparishcouncil.com,not located,not located,not located,not located,not located,not located,not located,No,,,,,,individual,No,,0,No,Low,Yes,2026-09-09
Carkin Parish Council,,Parish Council ,FOIA | ONA,IS,,,,,,,,,,,,,,,,,,,,,,
Carlatton and Cumrew Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://carlattonandcumrewpc.wordpress.com/contact-us/,not located,not located,not located,not located,not located,not located,not located,No,,found_via_name_search,,,,individual,No,,0,No,Low,Yes,2026-09-09



Carlatton Parish Council,,Parish Council ,FOIA | ONA,IS,,,,,,,,,,,,,,,,,,,,,,

Carlby Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://carlby.parish.lincolnshire.gov.uk/council-business/contact-us,not located,not located,not located,not located,not located,not located,not located,No,,found_via_name_search,,,,individual,No,,0,No,Low,Yes,2026-09-09











Carleton Rode Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,,,,,,,,,,,,,,,,,,,,,,

Carleton St. Peter Parish Council,,Parish Council ,FOIA | ONA,IS,https://carleton-st-peter.parish.uk/parish-council/,not located,not located,not located,not located,not located,not located,not located,No,,found_via_name_search,,,,individual,No,,0,No,Low,Yes,2026-09-09






Carlton Colville Parish Council,,Parish Council ,FOIA | ONA,IS,,,,,,,,,,,,,,,,,,,,,,



Caldecote Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.caldecote.gov.uk,Y,Y,Y,Y,Y,Y,Y,Yes,,,https://caldecote.gov.uk/wp-content/uploads/2025/03/Parish-Council-Code-of-Conduct-Updated-April-2013.pdf,code of conduct,code of conduct,individual,Yes,7,7,No,High,No,2026-09-09







Carlton cum Willingham Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://carltoncumwillinghampc.org.uk/,not located,not located,not located,not located,not located,not located,not located,No,,found_via_name_search,,,,individual,No,,0,No,Low,Yes,2026-09-09









Carlton Curlieu Parish Council,,Parish Council ,FOIA | ONA,IS,,,,,,,,,,,,,,,,,,,,,,





Carlton Highdale Parish Council,,Parish Council ,FOIA | ONA,IS,,,,,,,,,,,,,,,,,,,,,,




Carlton Husthwaite Parish Council,,Parish Council ,FOIA | ONA,IS,,,,,,,,,,,,,,,,,,,,,,

Carlton Miniott Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://carltonminiott-pc.gov.uk/?page=1,N,N,N,N,N,N,N,No,,found_via_name_search,https://carltonminiott-pc.gov.uk/downloads.php?did=43&filename=Agenda%2020%20October%202025.pdf,Agenda 20 October 2025.pdf,code of conduct,individual,No,,0,No,Low,Yes,2026-09-09
Carlton Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.carltonpc.co.uk/,N,N,N,N,N,N,N,No,,found_via_name_search,https://www.carltonpc.co.uk/files/2022.03.09 Carlton PC Agenda.pdf,9th March 2022,code of conduct,individual,No,,0,No,Medium,No,2026-09-09
Callow and Haywood Group Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,http://sites.google.com/site/theparishonline,not located,not located,not located,not located,not located,not located,not located,No,,,,,,individual,No,,0,No,Low,Yes,2026-09-09







Carlton Scroop Parish Council,,Parish Council ,FOIA | ONA,IS,,,,,,,,,,,,,,,,,,,,,,







Carlton Town Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,,,,,,,,,,,,,,,,,,,,,,
Carlton-le-Moorland Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://carlton-le-moorland.parish.lincolnshire.gov.uk/,N,N,N,N,N,N,N,No,,found_via_name_search,https://carlton-le-moorland.parish.lincolnshire.gov.uk/council-business,Council business – Carlton Le Moorland Parish Council,code of conduct,individual,No,,0,No,Medium,No,2026-09-09


Carlton-on-Trent Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,,,,,,,,,,,,,,,,,,,,,,

Calstock Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.calstockparishcouncil.org.uk,not located,not located,not located,not located,not located,not located,not located,No,,,,,,individual,No,,0,No,Low,Yes,2026-09-09


Carn Brea Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.carnbreaparishcouncil.gov.uk/,Y,Y,Y,Y,Y,Y,Y,Yes,,found_via_name_search,https://www.carnbreaparishcouncil.gov.uk/_UserFiles/Files/Policies/2025%20updates/25%20Code%20of%20Conduct%202025.pdf,code of conduct,code of conduct; code of practice,individual,Yes,,7,No,High,No,2026-09-09







Carnforth Parish Council,,Parish Council ,FOIA | ONA,IS,,,,,,,,,,,,,,,,,,,,,,


Calver Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.calverparishcouncil.org.uk,N,N,N,N,N,N,N,No,,,https://www.calverparishcouncil.org.uk/the-council,The Council | Calver Parish Council,code of conduct,individual,No,,0,No,Medium,No,2026-09-09





Calverton Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.calvertonpc.org.uk,not located,not located,not located,not located,not located,not located,not located,No,,,,,,individual,No,,0,No,Low,Yes,2026-09-09


Cam Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.camparishcouncil.gov.uk,Y,N,N,N,N,N,N,No,,,https://camparishcouncil.gov.uk/wp-content/uploads/2025/05/5-cam-parish-council-committee-structure.pdf,Download,code of conduct; code of practice,individual,No,,1,No,Medium,No,2026-09-09
Cam Vale Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.dorset-aptc.gov.uk,N,N,N,N,N,N,N,No,,,https://www.dorset-aptc.gov.uk/learning-development/councillor-development/cdf-essentials,Councillor Essentials - Dorset Association of Parish & Town Councils,code of conduct,individual,No,,0,No,Medium,No,2026-09-09









Camber Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.camberparishcouncil.gov.uk,N,Y,N,Y,N,N,N,No,,,https://www.camberparishcouncil.gov.uk/wp-content/uploads/sites/116/2026/06/Communications-Policy-January-2026.pdf,Communications Policy January 2026,code of conduct,individual,No,,2,No,Medium,No,2026-09-09

Carperby-cum-Thoresby Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,http://www.carperbyparishcouncil.co.uk/,N,N,N,N,N,N,N,No,,found_via_name_search,http://www.carperbyparishcouncil.co.uk/latestagenda.pdf,"Agenda
          for Next PC Meeting",code of conduct,individual,No,,0,No,Low,Yes,2026-09-09
Carrington and New Bolingbroke Parish Council,,Parish Council ,FOIA | ONA,IS,,,,,,,,,,,,,,,,,,,,,,
"Carrington Parish Council, Trafford",Local government,Parish Council ,FOIA | ONS,IS ,,,,,,,,,,,,,,,,,,,,,,
